customer_id,full_name,gender,age,segment,region,join_date
981,William Blankenship,M,51,SME,Other,2024-05-25
982,Gina Smith,F,19,Retail,HN,2022-03-15
983,Jennifer Perez,F,64,Retail,HCM,2023-08-14
984,Francis Smith,M,20,SME,HCM,2025-09-04
985,Cindy Bell,F,44,Retail,DN,2020-12-29
986,Don Craig,M,56,Retail,HN,2024-03-27
987,Julie Holmes,F,30,Retail,HN,2021-08-30
988,Jeffery Dean,M,42,Retail,HN,2025-04-16
989,Scott Tran,M,40,SME,HCM,2025-01-09
990,Tiffany Lee,F,53,Retail,Other,2024-04-10
991,Jennifer Olsen,F,49,Retail,HCM,2022-04-20
992,Cassie Fleming,F,63,SME,Other,2020-12-13
993,Timothy Huerta,M,39,Retail,Other,2024-02-11
994,Pedro Kim,M,40,SME,Other,2025-05-01
995,Jose Rogers,M,48,Retail,HCM,2023-03-27
996,Melinda Griffin,F,51,SME,HN,2023-04-05
997,Emily Bryant,F,66,Retail,DN,2022-06-14
998,Bryce Fisher,M,46,Retail,Other,2021-10-21
999,Janice Stephens,F,55,SME,Other,2025-04-22
1000,Kelly Jones,F,25,Retail,HN,2025-04-06
